word,frequency
sharoma,1
buying!!!,1
procured,1
downfall.,1
computicket,1
delivery.am,1
disorganised,1
coupon's,1
checkers!♥️♥️♥️,1
iol,1
"electrical,",1
"motoring,",1
"diy,",1
wih,1
door...it,1
"(optional),",1
wholeheartedly,1
11:40am,1
"april,to",1
greenfields,1
fullest!,1
17/08,1
driver...really,1
delivered....,1
feedback...,1
unpacked,1
"rains,the",1
"submitted,",1
pindrop,1
thatvi,1
leon,1
ealier...,1
2023/09/22,1
often.its,1
melanie,1
checkers.....keep,1
"[note,",1
with],1
months.......every,1
me.......,1
nothing....no,1
email.....very,1
transport....,1
bidvest.,1
seamless.their,1
"directly,",1
stellenbosch.,1
alternative......,1
broken!!,1
"""""s21""""",1
3.9,1
"""delivered",1
push/banner,1
morgenster,1
montclair,1
r288,1
montrose,1
whever,1
time-saver!,1
cecilia,1
checkerssixty60!!!,1
left...which,1
email!!!,1
"recieve,",1
reply..i,1
icw,1
authorizing.,1
5:20,1
workingas,1
12h25,1
mudhroom,1
households.,1
impractical,1
inclusive,1
strength.,1
.....for,1
...5years,1
peopple,1
5:30.,1
garbage?,1
12:51,1
12:34...,1
6pk,1
develops,1
flawless!,1
spends,1
(18/08),1
"social,",1
"valley,",1
mess...,1
off.not,1
"arrived?""",1
lost.something,1
stevie,1
life.please,1
😞😞,1
area.if,1
serviced),1
authorizing,1
provinces?,1
prefer??,1
inconveniencing.,1
this.checkers,1
"dispatched,",1
?🤨,1
15:08.,1
delivery...convenient.,1
captioned,1
(r35),1
/huge/,1
soup),1
h14.,1
11h50,1
ymmv.,1
deductions,1
listens,1
"suck,",1
2be,1
blocks.,1
cost-saver...,1
flora),1
"asap,60/60,",1
classic.),1
crisps,1
hassled,1
hustled,1
60mins!,1
this...how,1
alternative/no,1
weekly/emergency,1
abundance.,1
"pnpasap,",1
mins...,1
50%of,1
upmost,1
"events,",1
"begins,",1
30-40mins.,1
15:23,1
done',1
journeys.,1
"hrs,",1
"up"".",1
"""stocked",1
barilla,1
gauteng?,1
5t,1
mile...,1
out??,1
omce,1
❤️💕❤️💕❤️,1
peterson,1
except......even,1
modernised.,1
"fibre,",1
update!;;,1
delicate,1
sizes;,1
sekected,1
reason),1
travis,1
lift.,1
(without,1
consent),1
👎🏻👎🏻👎🏻👎🏻,1
immobile.,1
samoosas?,1
extending.,1
that?.,1
120hz,1
"late""",1
user-friendly;,1
oreo,1
flowers).,1
awol,1
(stale,1
reviewrating,1
"20min,",1
"times,otherwise",1
capegate,1
while...then,1
cream's,1
last?,1
"""tomatoes""",1
flavored,1
"""chillies""",1
keep.,1
job🙏,1
rew,1
burnt.,1
river.,1
disproved,1
elsies,1
"label,'",1
reimbursements.,1
mouth.,1
"gesture,",1
ignore.,1
13:42,1
14:18.,1
14:39(which,1
true),1
"solid,",1
alternatives',1
blade,1
till..,1
register??,1
🙄!,1
due..,1
least..,1
furthers,1
foes,1
ack,1
ei,1
in-depth,1
16:45.,1
27/2/2022,1
hooted,1
"truly,",1
avoid!,1
"eat,",1
"allergies),",1
jam.,1
management?,1
"vista,",1
'may,1
r17.,1
mesnt,1
footprint.,1
uptown,1
terrified,1
chilli,1
late(,1
understandable),1
respect),1
updated..,1
fish',1
"30min""",1
going?!,1
"junior,",1
service🙌,1
backlogged,1
waste.of,1
concerns?,1
cartridge,1
whipping,1
stolen🤣,1
urgently!!!,1
crisp,1
suburban,1
hoods,1
otp...,1
heck?,1
haasendal,1
razor,1
cardboard,1
18:30.,1
16:00-17:00,1
outside...,1
"trip,that's",1
centurion:,1
"""...try",1
reflect...,1
lines).,1
mall!!,1
prone.,1
"name,street",1
4.6,1
comment),1
yesterday.worst,1
unmatching,1
brake,1
later...it's,1
products/delivery,1
3-days,1
nonesense,1
spamed,1
#veryannoying,1
that...will,1
allmornign,1
stated...first,1
stacks.,1
(4th,1
r407,1
m9re,1
clarifying,1
flavor.,1
discounts/specials,1
gels,1
oos.,1
",60",1
hairdye,1
putrid!,1
(23/12/2024),1
firmed,1
stuff..i,1
whch,1
friendly🫠,1
pleasureable,1
version!.,1
functionalist,1
centrally,1
it...eg:,1
"grade,",1
timings,1
r1700,1
23/04/22,1
(compulsory),1
no-no,1
"once,but",1
5mn,1
😩😞,1
chatroom,1
shuttered,1
21/2,1
"""existing",1
email-address,1
lot....,1
lambneck.,1
it❤️❤️❤️😍😍😍😇😇😇😇💐💐💐💐😘😘😘😘🦋🦋🦋🦋🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺🌺,1
"malvern,queensburgh,kzn.",1
winning.,1
druvers,1
however...the,1
complaint/not,1
loops...,1
rebel,1
atlasville,1
availibe.,1
soweto.,1
else👍🏾,1
can't!!!!,1
champs,1
swearing,1
scooter!!,1
messed.,1
"dogs,",1
inoperative.,1
dor,1
superiors,1
customizable.,1
60...but,1
in.store,1
3.5km,1
becames,1
accepted!!,1
bombards,1
pinned,1
"delivery...fantastic,",1
laptop/computer,1
ravensmead.,1
emmarentia??,1
blurred,1
r89.00,1
950m,1
643,1
pam,1
havrn,1
rise.my,1
fustrated,1
deliver....literally,1
"13h43,",1
ago??,1
"bad,checkers",1
refreshs,1
recently!,1
"connections,",1
8.20,1
one'o,1
toll-free,1
"sixty-sixty,",1
14h20,1
"walking,",1
(supposedly,1
walkway,1
red/orange,1
beck,1
than?,1
deliver??,1
r35.00,1
mouldy.,1
"beforehand,",1
side..the,1
slow😭and,1
email???,1
tapping.,1
mom's.,1
confirmation),1
wiltered,1
disables,1
order/driver,1
"app,names",1
energade,1
again!!!!!,1
item???the,1
r180.52,1
bonus*,1
deal🤷🏾‍♀️..very,1
harsh.,1
evergreen,1
chilhac,1
resolved.the,1
"update,directs",1
"3),",1
"suites,",1
flats.,1
"off,or",1
"everytime,and",1
r65...,1
twist.,1
grenadella,1
schweppes,1
attempts-i,1
des,1
minutes...worse,1
"this,i'ma",1
friendly.dont,1
birth.the,1
relatives.,1
checkers👌👌,1
wherebsome,1
art!,1
useable.,1
(suburb),1
service..very,1
👍👍👍👍👍👍👍👍👍👍👍👍👌👌👌👌👌👌👌👌👌👌,1
executing,1
did!!!!!,1
"upington,",1
"horrendous,i",1
paving.,1
27.12.24,1
16:10.,1
intercom.,1
í,1
email.im,1
sour...not,1
"recommended,pnp",1
"tear,",1
i’ll,1
number/email,1
governmental,1
authorities.,1
"16:06,",1
brite,1
scotch-,1
"bakery,today",1
extreemly,1
update....what,1
badly??,1
whoever's,1
now😁,1
100×,1
update....seems,1
cahnge,1
fast-paced,1
thanks.will,1
mayo,1
gate.where,1
glade,1
pantries,1
delivery.many,1
allover,1
scourer??,1
"120,",1
6060?,1
service...wow!,1
sure...keep,1
75inch,1
tv!!,1
r24.99,1
😞😔,1
hassles..,1
crystals,1
"""oop",1
sxan,1
"""stocard"",",1
manageres,1
rubbish...,1
#checkers60sucks,1
again.#thieves,1
dripping.,1
'there,1
crumb,1
cordon,1
pineslopes.,1
☆'s,1
ewallet?,1
wrong!!!!!!!,1
mordan,1
user.....best,1
mimi,1
ordered....unfortunately,1
"completed""",1
ongoing!,1
a9+,1
fillets,1
way',1
forcefully,1
available/,1
10/11/24.,1
joghurt,1
sunny,1
daughter.,1
coldrinks,1
"account,help",1
"considerate,",1
diepkloof,1
reimburse...,1
problem.how,1
orlando,1
"stock""thing.perishable",1
moron,1
"expired"".",1
!!!!!!!!!!!,1
"minutes,i",1
"friendlier,smile",1
99.,1
"shopping....perfect,",1
experience.they,1
(navigating,1
"backwards),",1
tablet......,1
satisfaction...,1
crumbled,1
intieme,1
bad..i,1
twang!,1
again.3,1
tyms,1
.waited,1
redilverynof,1
replacment,1
save!!,1
works!!!!!,1
month.now,1
wprking,1
softdrinks,1
breads...,1
story.ahhh,1
messages!!!!,1
sms'e,1
crescent.,1
cres.,1
kwamnyandu,1
absolutwly,1
delivery..the,1
laughing,1
device??,1
defeated,1
13...,1
"13:00,",1
clarification.,1
i’d,1
sickening,1
products.at,1
happy..,1
initiatives,1
npt,1
imeiately,1
??????????,1
follow!,1
kwikfast,1
difficult:,1
in-store',1
pivotal,1
checker!!,1
hastle.,1
pork.,1
friendly....keeps,1
unessasary,1
steaks.,1
zero....,1
5h30,1
"""sonething",1
below:,1
disrespected,1
singular,1
web-based,1
(more,1
aski,1
"customrrs,",1
reprimanding,1
"spam,",1
(ect,1
ariel,1
2.....i,1
6....paid,1
4.......where,1
particulatly,1
ng,1
"""oh",1
"device""!",1
imitate,1
munites,1
"""hyper",1
"percctly,",1
"us....""",1
valley/,1
tar,1
9:06,1
pathetic..tried,1
in...failed,1
date..reinstalled,1
issue..what,1
absulute,1
croissant,1
efficient..love,1
🙃😩,1
apperantly,1
wrong😡,1
granddaughters,1
stale...i,1
fatcakes,1
ioder,1
funds!,1
hand(,1
1y6mnts),1
txn,1
cherries.,1
👌✨️✨️,1
hat.....the,1
"unusual,",1
prices.quick,1
"easy,friendly",1
heloo,1
20:15,1
6.05,1
son't,1
restaring,1
couch!,1
corolla,1
collect',1
"center..."".",1
toyota,1
33303222,1
",had",1
hourss,1
retry!,1
hybrid?,1
now😊,1
unsubscibing,1
lastnite,1
"stinking,",1
r150000,1
"charming,",1
..out,1
"luckily,",1
me💖❤️💯,1
recommendedable,1
continiously.,1
sucks....,1
omw,1
service!!!!!!!,1
"expirience,",1
three-hour,1
deodorant,1
bye.,1
frustrating!!!!!!,1
lichtenburg,1
compromised!,1
"cc,",1
transparency.,1
bottel,1
layout!!,1
drastic,1
you🥳🥳🥳🥳🥳🥳🥳🥳,1
near!!,1
5🏅all,1
picknpay...,1
bucks!,1
1☆,1
broccili,1
improve/fix,1
nowaday,1
agin,1
strategic,1
"baskets,",1
verufy,1
"annoys,",1
rols,1
sixty60!!,1
discusted,1
opens!,1
calked,1
r70/kg,1
thatbis,1
days.....disgusting,1
allensnek,1
tore...,1
custermer,1
loadss.,1
rude...,1
"oldest,",1
rate&tip,1
eachogin,1
remebered,1
suggestive,1
159.99rands,1
southern,1
again!!!!!!@@@,1
off!!,1
mysixty60,1
"""just",1
"feedback""",1
non-availability,1
detracks,1
note!,1
downside...there,1
waistfull,1
"minutes""",1
"wasn't,",1
"rendered,",1
"birth"".",1
accepting...,1
whete,1
amounts????,1
alwaya,1
destorting.,1
5.8g,1
end's,1
is0%,1
foods!,1
godsake.,1
one......a,1
faster!!!!!,1
fast-track,1
ofter,1
redicilous,1
flamingo,1
footage.,1
"open""-",1
ido,1
shareit,1
hihgly,1
(unwanted),1
threshold,1
groceries......,1
on!!!!,1
"""uninstall",1
sphelele,1
"(like,",1
frustrating.please,1
sunscreen,1
agenda,1
unwieldy,1
app...what,1
"""escalating""",1
working.its,1
0.5-1.5,1
"gray,",1
delivery...only,1
perhaps?,1
"""surprisingly""",1
....poor,1
persists),1
cucumber's,1
"redesigning,",1
"it,same",1
remove),1
unresolved?,1
apt,1
player.,1
service..thank,1
rosebank,1
again...😡,1
"""recently",1
addinng,1
brokers,1
orning,1
usely,1
braynston.,1
30min+,1
.to,1
skippy,1
platform's,1
generically,1
it.!!!!!!,1
voet.,1
rebate,1
usuals,1
handles.,1
placations,1
'walk',1
distabing,1
tales,1
minies.,1
uodate.,1
minies,1
unsubscribing,1
p'np,1
2by2,1
dna,1
milk...,1
"houses,",1
"stairs,",1
upgrade.since,1
return..,1
04/02/2023:,1
thjs,1
(black,1
'w,1
checkers/pnp,1
login/,1
"fastest,",1
doesnot,1
pw,1
"swipe,",1
forbidden!,1
otp?,1
"chips,",1
filets,1
badsuprise!,1
14h02.,1
14h04.,1
tear.,1
damaged/expired,1
"later',",1
changes),1
content.',1
'oops.,1
today',1
"infuriating,",1
place???,1
lager,1
unroot,1
hazard.so,1
consideration.,1
build???????,1
promting,1
devices(,1
",dev's",1
app...specially,1
12h05,1
authority.,1
09h00,1
balance?,1
everyones,1
credential.,1
😡🤬,1
me🙄),1
pkt,1
sending.,1
2ply,1
"ruler,",1
"bum,",1
exists!,1
responsivevto,1
inplemented.years,1
6-11-24,1
"ours,",1
"minutes""..",1
terrible...items,1
did...the,1
george.,1
emaill,1
ridiculous...these,1
2:30pm.,1
ago.best,1
yhank,1
"managers,",1
nobody's,1
60/60...it,1
11h33,1
😀❤️,1
camembert,1
ruminant,1
samething.,1
tambotie,1
"diet,",1
deurmekaar,1
brie,1
9am???,1
otp's.,1
"cape,",1
chicken!!,1
ti.e.,1
neeededit,1
th4,1
purches,1
version......,1
unanle,1
",instead",1
14:43,1
really!!!!???,1
alive.,1
9i,1
"instructions,this",1
"parcel,this",1
las,1
ostri,1
often...i,1
elevated.,1
nieces,1
nephews,1
driver...but,1
honestly🤌,1
logos,1
continuously...,1
hospitel,1
"09:30,",1
"""ammendments,""",1
freezez,1
adress.so,1
forna,1
resplve,1
xtrasavinga,1
"😫,",1
deli.,1
"obviously,",1
13h29,1
sushi.,1
rates...i,1
(cannot,1
mildly.,1
stinks!,1
queried.,1
stop??,1
doenst,1
saying...its,1
rows.,1
rustenburgmall,1
👍👌👏💯,1
put.,1
sadly.,1
mamelodi.,1
cnot,1
ronelle,1
coetzer,1
raying,1
collectible,1
r300.,1
"petty,",1
hesitation...,1
"6omin,",1
3hours.,1
coped,1
smashed/spilled/rotten,1
fre,1
ezing,1
forty240,1
futile,1
"10:30,",1
(mind,1
data/location,1
"correct,but",1
switching.,1
"""yogurt"".",1
vitamins.,1
"""flour""",1
migrating,1
"similarly,",1
eish.,1
amost,1
in-store!!,1
"""because",1
corrective,1
minute!!!,1
2???,1
2019/01,1
restored,1
settled.,1
deplorable.,1
"(2020,",1
littleshop,1
undefined,1
🤮🤮🤮😡😡,1
"adults,",1
"wet,",1
spead,1
spread.,1
remedy.,1
thrn,1
added?,1
domain,1
"collectibles,",1
date!!!,1
people/pensioners,1
door......i,1
idea..!!!!!,1
scan?,1
flies,1
"reported,",1
problem????,1
strategically,1
activated!,1
hikups,1
line!!!,1
well.over,1
new.....according,1
old......but,1
🫰♥️,1
profusely,1
overnight?,1
😖.,1
toilet.,1
gobshopping,1
datails,1
deliveies,1
correctcthanks,1
"""observe""",1
9:19,1
9:30.,1
satisvide.,1
continously.,1
/message,1
advocated,1
t&c's.,1
user/customer,1
hideous.,1
blenders,1
tart.,1
help@sixty60,1
delivery.......this,1
capital,1
"splendidly,",1
pnp's,1
astonishing.,1
oelofse,1
refund.....im,1
no-star,1
unistallining,1
"fix""",1
"""quick",1
new).,1
anyday.fast,1
"commendable,",1
🏃‍♀️,1
line.!!!,1
crwating,1
1pm-2pm.,1
"thin,",1
11:30.,1
comes...,1
ch60.,1
(close,1
sure!),1
grapes.,1
ever.beats,1
sterilise,1
time😔i'm,1
saturated,1
(eggs,1
30/30!!,1
😂👍🏻👌😛,1
traumatic.,1
2/3days,1
effrontery,1
(new),1
report/complain,1
beings,1
adults,1
memoryintensive,1
time...get,1
petroll,1
respected,1
"establishment,",1
guidance.,1
service.wish,1
endeavors,1
shoulders.,1
momma.,1
reflect...my,1
erasmus,1
right?no!,1
precaution..,1
r130+,1
jit,1
area'.,1
thirty30,1
(should,1
renamed).,1
j8?,1
prescription,1
90mins,1
select?,1
botton,1
rider,1
recreate.,1
"billed,",1
todo,1
summarily,1
16x9,1
issues).,1
missing/bad,1
movie.zero,1
horror,1
jiuce,1
checkkers!,1
"ag,",1
..items,1
fadija,1
iwanted,1
service....it's,1
convenient....thank,1
service....much,1
بود,1
work.from,1
door.happy,1
realtime.,1
hands-down.,1
(poor,1
sailor,1
simon,1
diligence!,1
him!,1
obscene,1
edit;,1
connected?,1
"orders""",1
gear),1
notion,1
exceptionaly,1
p30.,1
details/certification,1
occassional,1
3...,1
disadvantaged,1
120:120,1
1970,1
120/120!,1
"please),",1
13:08.,1
"""stores",1
"factors""",1
incomparable.,1
"10056445,",1
sprite,1
fr.,1
show!,1
supposedly.,1
burger.,1
question:,1
trainded,1
(wearing,1
are?,1
did.a,1
grandmother,1
asap!!,1
chutney....,1
regressed,1
servicei,1
mapped,1
plant,1
shortcomings.,1
25.,1
unimpressive.,1
win!!!,1
thethe,1
food/lettuce/margarine,1
equally?,1
time😒,1
unethical!,1
r31.,1
r28,1
tenderized,1
redirected.,1
retrying.,1
"position,",1
william,1
income.,1
"30,",1
reoped,1
relogged,1
isnt.,1
tuna?,1
temperamental.,1
keying,1
coils,1
apps:,1
tests:,1
"names,",1
ought,1
"""favourites""",1
instructions?,1
while.very,1
conceived,1
tipped(optional),1
"stomach,if",1
"""alternatives",1
dalene,1
dirks,1
(mamre),1
fresh(the,1
grocery's,1
maybees.,1
"burnt,me",1
amiunt,1
"delivered"".",1
everytime😍,1
number!!!!!!,1
number!!!!!!!!,1
service...i'm,1
fault),1
food..,1
10:15,1
"12:50,",1
potato.,1
viewing/using,1
incomprehensible.,1
segregation,1
flatened,1
is...when,1
awesome...keep,1
vinegar..,1
code:,1
succuss,1
card??,1
"finalized,",1
faqs.,1
bryanpark,1
"""minced/ground""",1
lx48xzgp,1
helmet,1
n666,1
swerve,1
avenue.,1
"(2,5",1
tor400.,1
shoppers??this,1
hits,1
checkers??,1
scrambled.,1
"baby),",1
"awfull,",1
cucumbers.,1
department!,1
30minutes.,1
chatted,1
disasters!,1
"""up-graded""!",1
worked?!?,1
1-2pm.,1
spewing,1
snacking,1
charge),1
supermarket's,1
jvc,1
chique),1
innacurate,1
keeping.,1
(dental,1
"cooking,",1
smash.,1
"device""",1
quese.,1
####,1
govto,1
deliver😒,1
🎩,1
ver.2.0.36,1
natives,1
item....not,1
"queenstown,",1
perfecly,1
steers.,1
**$hit,1
deliveries....checkers,1
spacious,1
updated...!,1
"it....lovely,",1
ethnic,1
groups?,1
unabld,1
ordered...and,1
far...thank,1
time❤️❤️🌸,1
commenced.,1
"""rooted",1
",drivers",1
"updated,it's",1
",almost",1
winning....it's,1
mesn.,1
neeeeeeed,1
powering,1
"40min,",1
manage...,1
.do,1
saying...promise,1
",service",1
2hours..,1
sucess,1
kept!,1
unskippable,1
"""personalized",1
"19.09.24,",1
"10""",1
repeatedly...do,1
sucks...the,1
postage,1
mall!!!!,1
phenomenal!!,1
x2...parcel,1
s21fe.,1
burnt?,1
well.n,1
ish....set,1
rudest,1
"house,he",1
co-ordinates,1
unrooted,1
such????,1
crest,1
12:50,1
addrs,1
populates.,1
rynfield,1
pastries,1
old!,1
violated.,1
"dob,",1
subscription...,1
👎👎👎⏰,1
compensation,1
ladt,1
checker60new,1
terrible;,1
instantaneous,1
promise....i,1
status..,1
sonstraal,1
"heights,",1
"durbanville,",1
launch!,1
shoukd,1
ish,1
"selectio,",1
pdf,1
"""formal""",1
adjusted.,1
derrick,1
hostel,1
sound.,1
newspaper.,1
enablef,1
15minutes!!,1
spar/woolies.,1
service.something,1
nutshell.,1
tested...,1
rule🚮,1
changes:-,1
pastas,1
person/s.,1
broom,1
failure!,1
"deterrent,",1
"duplicate,",1
lethargic.,1
57,1
diver,1
"9:45am,",1
reived,1
"8:22am,",1
😢😤,1
it..can,1
whatsap,1
"optional,",1
short-rib,1
working...!,1
a-grade,1
krugersdorp,1
"fat,",1
thrilled!,1
"atrium,",1
intelligently,1
"rome,",1
donut,1
opporsite,1
experience...and,1
lovation,1
efficient....thank,1
linked!,1
oopsies,1
services.thank,1
🤦🏻‍♀️,1
😧,1
(boulevard,1
square),1
18/09/2024,1
ue,1
snatch!!,1
team??,1
back!!!!!!!!!,1
"jam,",1
fleurdal,1
bloem,1
plaza.,1
"app!""",1
artisanal,1
chequers,1
use@,1
blood!,1
thing...so,1
!.,1
triggered,1
17:53(5:53,1
"pm),",1
18:53(7:53pm).,1
18:50(6:50pm),1
"19:06(7:06),",1
lagging.it,1
"applied,",1
!!!.,1
supermarkets.,1
unused,1
liz,1
order..and,1
(lagging),1
apricot,1
"appolagies,",1
"speeds,",1
compiling,1
17/2/2021.,1
scents,1
refreshed.,1
"pits,",1
saze,1
r330,1
allen's,1
4.9km?,1
sense...,1
17/10/24,1
refunds!,1
"app,!",1
slow...take,1
now.its,1
sasokola,1
pensioenar,1
sibancane,1
record:,1
updating!!!!,1
order.it,1
takese,1
bk,1
lean,1
center/,1
overstepping,1
boundies,1
"river,",1
gerherd,1
"think),",1
'packer',1
nicer.,1
.🤕,1
'till,1
day🤦‍♀️🤦‍♀️,1
"1h00,",1
efficient.you,1
slows.,1
myborder,1
relieve,1
"""hussles""",1
month.n,1
verified.,1
"24hours,",1
"sendback,",1
twice?,1
order....!,1
ising,1
"slow,i",1
5th.i,1
happy..........,1
shen,1
"""flowers""",1
r36,1
"*edit,",1
tins.,1
method...,1
loce,1
dolfie,1
customer.😭,1
choose..just,1
cognition,1
date's,1
bought.....but,1
15am,1
age!,1
stewing,1
usual..,1
cave,1
#mrdelivery!,1
ownership.,1
email)...,1
mý,1
"amount,its",1
(neither,1
"area...""",1
noreply??,1
(i've,1
clitchy,1
account...i,1
repacked..,1
"manager,",1
extrasavings,1
show's,1
o'clock???and,1
often🤔,1
sonkring,1
also?,1
r205.16,1
r139.28.,1
apartment.,1
whatapp,1
inconvenient!!,1
bag.these,1
fixed!!!!!,1
solution?,1
needed..100%,1
negotiate...easy,1
eat!,1
difference!!,1
grocerys.,1
ever..!!!,1
labeling,1
install?,1
squashed.😡😡😡😡😡,1
"cereal,",1
colaborate,1
pizzas,1
flat!,1
husband),1
3rd:,1
pathetic....,1
awkwardly,1
chains,1
95%.,1
me...there,1
(wife,1
🐀,1
200g,1
m&ms.,1
touch!!!,1
emails!!,1
shopped?,1
"transport,but",1
threat,1
broth!,1
mail!,1
"normal(pathetic,",1
useless),1
acceptance.,1
spinach🤢,1
produce...i,1
pale,1
brand/special,1
12:30...,1
improments,1
seals.,1
tbat,1
"hesitant,",1
mistakes?,1
"noodles),",1
(got,1
last),1
paracetamol,1
delivered...when,1
byself,1
guidelines.,1
eta....,1
comminication,1
adres?,1
bea's,1
beskuit,1
tenth,1
beertjie,1
sryrup.,1
"""easier""",1
"challenge,",1
checkers...and,1
"physically,",1
3pm!,1
"(florida,",1
later'',1
"2,5hours",1
'',1
inflating,1
r5.99,1
roodepoort),1
álways,1
inside.and,1
welcome!!,1
strangling,1
0.5,1
strides!,1
"case""",1
"order,selected",1
careline,1
"proposed,",1
"""1-3",1
today.wanted,1
this.....,1
perfectly....,1
delivieries,1
quickly.now,1
1.6k,1
"supplied,",1
brought.,1
insecurity,1
"""peanut""",1
"""peanut",1
"butter""",1
600m,1
locations!!,1
iemas,1
"nova9,",1
automatically.so,1
discem?.,1
"frustrated,as",1
kroonstad,1
preventing.,1
capuchin,1
running.it,1
waiting.for,1
it.ugh,1
use.this,1
"me,the",1
suplly,1
avoided.,1
"followed,",1
"knowledge,",1
have?!,1
(bacause,1
eventry,1
contactus,1
"optimization,",1
only18,1
crispies,1
resty,1
stars*****,1
excist.,1
16:20.,1
",you'll",1
constantly/repeatedly,1
krispies??????,1
krispies,1
"hooked,",1
"r74,99",1
"r7_,99...and",1
hard!!,1
theory,1
trials,1
spoton.,1
"laughed,",1
sa),1
ranges/options,1
"exist"",",1
shop...eg,1
beep/,1
ping,1
"30mins,",1
22mins!,1
presentable,1
scrapped,1
worthwhile!,1
lighter,1
prper,1
"unstable,slow,",1
..what,1
there(it,1
me(personal,1
preference),1
hartbeespoort!,1
taj,1
"alterations,",1
noordheuwel,1
tone.,1
quickly?,1
iook,1
🙄a,1
"""email",1
me(excluding,1
astronomical,1
fee).,1
and(a,1
device..,1
a34...and,1
⏰,1
credit).,1
shameless,1
r199.90,1
r19,1
[review,1
choises,1
becomes.,1
buggs,1
untimely,1
2.pieces,1
long.french,1
were.not,1
calls???,1
r100),1
updated],1
money(min:,1
polygon,1
*****updated,1
buns....needles,1
flat!😡,1
16:00-,1
deliver...great,1
capetown.,1
"better""",1
shoprites,1
polygon.,1
tawanda,1
help...i,1
anything...can,1
refund...this,1
prevalent.,1
now).,1
developers...,1
14:45pm,1
:stop,1
"bed"",",1
process...,1
rubbish....,1
"""wknd",1
scam..i,1
"lunches""",1
"app?""",1
a34.,1
marge,1
semantic,1
undermines,1
sa’s,1
anyway-,1
"19'00""",1
invented,1
poisoned,1
bandwagon...,1
"now,i",1
enhancing,1
sixty180...maybe,1
+!!!!!!,1
timestamps,1
"11:22am,",1
11:38am.,1
"""brekkie",1
eat!!!,1
far👌,1
booze.,1
(2021).,1
(2020):,1
re-arranged!,1
ammended,1
"final"",",1
#momlife,1
covid-isolation,1
amused.,1
commercials,1
moving?,1
.......the,1
address.......my,1
"backlogs,",1
recevied.,1
please???,1
accessable.,1
"million,",1
8pm.....nothing,1
"6pm,",1
regions,1
problem..can,1
contract.,1
immigrants,1
"failed"".",1
(maximum,1
checkout..have,1
inmy,1
working...for,1
"1:15pm,",1
again..worked,1
"19:53,",1
observed.,1
comma,1
perception,1
friwndly.,1
-10,1
service.sell,1
daily!!!!,1
16:33pm,1
centre?,1
linked...every...,1
single....time.,1
shelter,1
disappeare,1
contributions,1
donations,1
hours?!,1
powders,1
avail)...,1
seychelles,1
calculated.,1
individual.,1
anymore...so,1
"pattern,",1
centeral,1
version',1
read/understood,1
lile,1
eated,1
mice,1
sunninghill.,1
09h00!,1
campaigning,1
app.....that,1
r8,1
enticed,1
adverts?,1
voucher(s),1
account.6days,1
money.....,1
interest....,1
there....deterring,1
reached...,1
expressly,1
samantha,1
desk?,1
7.disappointing,1
day).,1
(normal,1
2.9km,1
"do..""",1
4yr,1
bytes,1
recklessly.,1
every1,1
danger,1
buyers&,1
"competitions,",1
invoicing.,1
scaly,1
bottels.,1
'misplaced',1
preps.,1
right...should,1
"submit,",1
respond!!!,1
"""install",1
really???,1
"otherdevces""",1
announcements,1
respects,1
medication.,1
undicate,1
goods.....used,1
manouver,1
advertisement...,1
300mbs,1
fibre.,1
no?,1
fair?,1
270,1
guy!,1
"david,",1
arbitrarily,1
unripe.,1
bus.,1
discontinued?,1
intenrionally,1
"""complaint""",1
delivery.😎😎😎,1
sysdate.,1
horsepiss,1
"proof,",1
"alone,",1
"licences,",1
corncern,1
randburg.,1
minor.,1
beeps,1
complex....problem:,1
empathy,1
neighbourhood.,1
purchases??,1
address:-,1
limited!,1
low/high.,1
(alternative),1
peeved.,1
yus,1
banging,1
😡😡😡!!!!,1
version..lets,1
anyway!!!!,1
account....amazing,1
credit/refund,1
good...🙏🏽,1
hours+),1
r22,1
upgeaded,1
bank!!!!,1
months.last,1
banks?,1
"stock),",1
creation!,1
(let,1
6060adds,1
deviates,1
un-install,1
"risk,",1
inuse,1
"lekkewaan,",1
cocky,1
folks,1
✨️😊,1
sory,1
lacking...,1
overpacked,1
tearing...,1
19/20,1
eventuality,1
sizty60,1
proving,1
b'day,1
"sixy60,",1
available.....!!!!!,1
"everywhere,..",1
counting).,1
(07/01/2021).,1
r1100.00...,1
48hours...,1
"11:30am,",1
voetsek!,1
"""15",1
finalized.,1
down/,1
compatibility.,1
"s6,",1
supported..,1
butt.,1
"story,",1
dong...he's,1
r100.00),1
user/customer!,1
"leak,",1
hyawei,1
"flattened,",1
pay....seriously.,1
reheating,1
"03/12/23,",1
"%"",",1
r643,1
9se,1
lading,1
"times,verification",1
verfied.no,1
kopp,1
wishlist!,1
"""now""",1
"notifying,",1
ricotta,1
'forage,1
feast',1
"unbelievably,",1
bull$$$$$,1
assumptions,1
"lean,",1
delivered!!🎯,1
gove,1
could⭐⭐⭐⭐⭐⭐⭐⭐⭐⭐,1
"10.30,",1
stock...!!??,1
reinette,1
140km,1
months..,1
amounts!!!,1
robbery!!!!,1
"items,what",1
rerooted,1
bioclassic,1
avail),1
vanish,1
app....they,1
"if,i",1
"1l,",1
200ml,1
"working,even",1
antiquated,1
....rubbish,1
👎🏿👎🏿👎🏿,1
debits.,1
"500ml,",1
aarloo,1
kg,1
shown..,1
=],1
